10685093;0;32;0;
10685708;0;32;0;
10686331;0;32;0;
10686953;0;32;0;
10687568;0;32;0;
10688190;0;32;0;
10688812;0;32;0;
10689428;0;32;0;
10690049;0;32;0;
10690665;0;32;0;
10691287;0;32;0;
10691909;0;32;0;
10692524;0;32;0;
10693145;0;32;0;
10693760;0;32;0;
10694383;0;32;0;
10695005;0;32;0;
10695620;0;32;0;
10696242;0;32;0;
10696863;0;32;0;
10697479;0;32;0;
10698101;0;32;0;
10698716;0;32;0;
10699338;0;32;0;
10699960;0;32;0;
10700576;0;32;0;
10701197;0;32;0;
10701819;0;32;0;
10702434;0;32;0;
10703056;0;32;0;
10703671;0;32;0;
10704293;0;32;0;
10704915;0;32;0;
10705530;0;32;0;
10706152;0;32;0;
10706774;0;32;0;
10707389;0;32;0;
10708011;0;32;0;
10708626;0;32;0;
10709248;0;32;0;
10709871;0;32;0;
10710486;0;32;0;
10711108;0;32;0;
10711723;0;32;0;
10712345;0;32;0;
10712966;0;32;0;
10713581;0;32;0;
10714203;0;32;0;
10714825;0;32;0;
10715440;0;32;0;
10716062;0;32;0;
10716678;0;32;0;
10717300;0;32;0;
10717922;0;32;0;
10718537;0;32;0;
10719159;0;32;0;
10719782;0;32;0;
10720397;0;32;0;
10721019;0;32;0;
10721636;-1;48;-8;
10722258;-1;48;-6;
10722880;-1;48;-6;
10723496;-1;48;-6;
10724118;-1;48;-6;
10724733;-1;48;-6;
10725356;-1;48;-6;
10725977;-1;48;-6;
10726592;-1;48;-6;
10727214;-1;48;-6;
10727836;-1;48;-6;
10728451;-1;48;-6;
10729073;-1;48;-6;
10729688;-1;48;-6;
10730311;-1;48;-6;
10730933;-1;48;-6;
10731548;-1;48;-6;
10732170;-1;48;-6;
10732792;-1;48;-6;
10733407;-1;48;-6;
10734029;-1;48;-6;
10734644;-1;48;-6;
10735266;-1;48;-6;
10735889;-1;48;-6;
10736504;-1;48;-6;
10737126;-1;48;-6;
10737741;-1;48;-6;
10738363;-1;48;-6;
10738985;-1;48;-6;
10739600;-1;48;-6;
10740222;-1;48;-6;
10740844;-1;48;-6;
10741460;-1;48;-6;
10742082;-1;48;-6;
10742697;-1;48;-6;
10743319;-1;48;-6;
10743942;-1;48;-6;
10744558;-1;48;-6;
10745180;-1;48;-6;
10745802;-1;48;-6;
10746417;-1;48;-6;
10747039;-1;48;-6;
10747653;-1;48;-6;
10748275;-1;48;-6;
10748897;-1;48;-6;
10749513;-1;48;-6;
10750135;-1;48;-6;
10750750;-1;48;-6;
10751372;-1;48;-6;
10751994;-1;48;-6;
10752610;-1;48;-6;
10753231;-1;48;-6;
10753854;-1;48;-6;
10754469;-1;48;-6;
10755091;-1;48;-6;
10755706;-1;48;-6;
10756328;-1;48;-6;
10756950;-1;48;-6;
10757565;-1;48;-6;
10758186;-1;48;-6;
10758808;-1;48;-6;
10759424;-1;48;-6;
10760045;-1;48;-6;
10760661;-1;48;-6;
10761283;-1;48;-6;
10761905;-1;48;-6;
10762520;-1;48;-6;
10763142;-1;48;-6;
10763756;-1;48;-6;
10764379;-1;48;-6;
10765000;-1;48;-6;
10765617;-1;48;-6;
10766239;-1;48;-6;
10766860;-1;48;-6;
10767475;-1;16;-6;
10768097;-1;16;-6;
10768712;-1;16;-6;
10769334;-1;16;-6;
10769956;-1;16;-6;
10770571;-1;16;-6;
10771193;-1;16;-6;
10771816;-1;16;-6;
10772431;-1;16;-6;
10773053;-1;16;-6;
10773668;-1;16;-6;
10774291;-1;16;-6;
10774912;-1;16;-6;
10775527;-1;16;-6;
10776149;-1;16;-6;
10776764;-1;16;-6;
10777387;-1;16;-6;
10778008;-1;16;-6;
10778623;-1;16;-6;
10779246;-1;16;-6;
10779868;-1;16;-6;
10780483;-1;16;-6;
10781105;-1;16;-6;
10781720;-1;16;-6;
10782342;-1;16;-6;
10782964;-1;16;-6;
10783579;-1;16;-6;
10784201;-4;24;-30;
10784823;-4;24;-24;
10785439;-4;24;-24;
10786060;-4;24;-24;
10786676;-4;24;-24;
10787298;-4;24;-24;
10787920;-4;24;-24;
10788535;-4;24;-24;
10789157;-4;24;-24;
10789779;-4;24;-24;
10790394;-4;24;-24;
10791016;-4;24;-24;
10791631;-4;24;-24;
10792252;-4;24;-24;
10792875;-4;24;-24;
10793490;-4;24;-24;
10794112;-4;24;-24;
10794727;-4;24;-24;
10795349;-4;24;-24;
10795971;-4;24;-24;
10796586;-4;24;-24;
10797208;-4;24;-24;
10797830;-4;24;-24;
10798445;-4;24;-24;
10799067;-4;24;-24;
10799682;-4;24;-24;
10800305;-4;24;-24;
10800927;-4;24;-24;
10801542;-4;24;-24;
10802164;-4;24;-24;
10802786;-4;24;-24;
10803402;-4;24;-24;
10804023;-4;24;-24;
10804638;-4;24;-24;
10805260;-4;24;-24;
10805882;-3;8;-16;
10806498;-3;8;-18;
10807119;-3;8;-18;
10807734;-3;8;-18;
10808357;-3;8;-18;
10808979;-3;8;-18;
10809593;-3;8;-18;
10810216;-3;8;-18;
10810839;-3;8;-18;
10811455;-3;8;-18;
10812076;-3;8;-18;
10812691;-3;8;-18;
10813313;-3;8;-18;
10813935;-3;8;-18;
10814550;-3;8;-18;
10815172;-3;8;-18;
